user_id,timestamp,risk_score,risk_level,trigger_reason
11260,2026-05-11 18:09:46.680185,56.96,LOW,"price_spike,logged_out_purchase"
9488,2026-05-11 18:09:48.616141,87.07,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
9523,2026-05-09 20:53:47.223794,69.58,LOW,price_spike
11217,2026-05-11 18:09:44.678189,90.05,HIGH,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
9155,2026-05-11 18:09:48.609957,87.02,MEDIUM,"price_spike,logged_out_purchase"
10663,2026-05-10 09:04:00.255773,70.81,MEDIUM,price_spike
11260,2026-05-11 18:09:48.680185,63.42,LOW,logged_out_purchase
10316,2026-05-11 18:09:50.644103,72.14,MEDIUM,logged_out_purchase
10454,2026-05-11 18:09:50.651053,78.39,MEDIUM,"rapid_purchase_pattern,price_spike,logged_out_purchase"
11754,2026-05-11 18:09:48.696780,86.4,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
9487,2026-05-11 18:09:48.616141,72.83,MEDIUM,"price_spike,logged_out_purchase"
14818,2026-05-11 18:09:45.794587,50.63,LOW,logged_out_purchase
11950,2026-05-11 18:09:50.703004,59.21,LOW,"price_spike,logged_out_purchase"
10544,2026-05-11 18:09:50.654067,133.0,HIGH,"purchase_without_browsing,repeated_purchase,price_spike,logged_out_purchase"
11986,2026-05-11 18:09:50.704343,61.13,LOW,logged_out_purchase
10896,2026-05-11 18:09:50.666949,64.49,LOW,"rapid_purchase_pattern,logged_out_purchase"
14473,2026-05-08 22:45:26.366864,53.12,LOW,price_spike
14184,2026-05-11 18:09:43.775170,55.23,LOW,logged_out_purchase
14625,2026-05-11 18:09:45.787737,62.79,LOW,"rapid_purchase_pattern,logged_out_purchase"
10055,2026-05-11 18:09:44.635102,70.39,MEDIUM,logged_out_purchase
9957,2026-05-11 18:09:50.632116,50.98,LOW,logged_out_purchase
11351,2026-05-11 18:09:42.682721,63.42,LOW,logged_out_purchase
16102,2026-05-10 23:37:42.428944,52.35,LOW,multiple_locations
10608,2026-05-11 15:50:53.255773,50.24,LOW,price_spike
13388,2026-05-11 18:09:45.748573,72.77,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
9690,2026-05-11 18:09:46.624116,88.25,MEDIUM,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
10338,2026-05-11 18:09:50.645120,50.98,LOW,logged_out_purchase
9672,2026-05-11 18:09:44.623119,69.24,LOW,logged_out_purchase
13389,2026-05-11 18:09:44.748573,68.88,LOW,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
12188,2026-05-11 18:09:44.710414,65.29,LOW,"rapid_purchase_pattern,logged_out_purchase"
11598,2026-05-11 18:09:50.691459,93.85,HIGH,"rapid_purchase_pattern,price_spike,logged_out_purchase"
11685,2026-05-11 18:09:44.693461,60.82,LOW,logged_out_purchase
11850,2026-05-11 18:09:46.700005,56.86,LOW,logged_out_purchase
13769,2026-05-11 18:09:42.761166,58.93,LOW,"price_spike,logged_out_purchase"
9008,2026-05-11 18:09:44.607742,57.33,LOW,logged_out_purchase
9904,2026-05-11 18:09:48.630117,58.22,LOW,"price_spike,logged_out_purchase"
9583,2026-05-11 18:09:50.619140,75.48,MEDIUM,logged_out_purchase
9482,2026-05-11 18:09:48.616141,163.46,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,price_spike,logged_out_purchase"
10366,2026-05-11 18:09:46.646116,66.13,LOW,logged_out_purchase
10445,2026-05-11 18:09:48.650071,76.49,MEDIUM,logged_out_purchase
11771,2026-05-11 18:09:46.697424,56.15,LOW,logged_out_purchase
10895,2026-05-09 20:08:02.271912,124.67,HIGH,"purchase_without_browsing,repeated_purchase"
11545,2026-05-11 18:09:42.688913,60.19,LOW,logged_out_purchase
16399,2026-05-10 05:07:05.437915,52.59,LOW,multiple_locations
10280,2026-05-11 18:09:50.643117,87.68,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
9587,2026-05-11 18:09:44.620140,55.23,LOW,logged_out_purchase
11159,2026-05-11 18:09:44.676531,74.82,MEDIUM,logged_out_purchase
11720,2026-05-11 18:09:42.694460,61.81,LOW,logged_out_purchase
10278,2026-05-11 18:09:50.643117,89.61,MEDIUM,"price_spike,logged_out_purchase"
10174,2026-05-11 18:09:48.640117,60.39,LOW,logged_out_purchase
12239,2026-05-11 18:09:45.711325,84.24,MEDIUM,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
9305,2026-05-11 18:09:46.611956,58.15,LOW,logged_out_purchase
10909,2026-05-11 18:09:46.667995,163.01,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,logged_out_purchase"
10454,2026-05-11 18:09:42.651053,81.63,MEDIUM,logged_out_purchase
14178,2026-05-11 18:09:42.775170,58.69,LOW,logged_out_purchase
11821,2026-05-11 18:09:50.699013,77.09,MEDIUM,logged_out_purchase
10892,2026-05-11 18:09:44.666949,55.59,LOW,logged_out_purchase
9285,2026-05-11 14:54:53.223794,86.63,MEDIUM,"purchase_without_browsing,repeated_purchase,price_spike"
11819,2026-05-11 18:09:44.699013,52.68,LOW,logged_out_purchase
13660,2026-05-08 17:40:01.351224,72.75,MEDIUM,rapid_purchase_pattern
12521,2026-05-11 18:09:43.720554,55.9,LOW,logged_out_purchase
11308,2026-05-11 18:09:50.681682,71.35,MEDIUM,logged_out_purchase
10368,2026-05-11 18:09:44.646116,59.86,LOW,logged_out_purchase
10196,2026-05-11 18:09:46.640117,73.2,MEDIUM,logged_out_purchase
10374,2026-05-11 18:09:46.646116,84.76,MEDIUM,logged_out_purchase
14433,2026-05-11 18:09:43.783093,58.59,LOW,logged_out_purchase
10195,2026-05-11 18:09:46.640117,68.98,LOW,"rapid_purchase_pattern,logged_out_purchase"
10066,2026-05-11 18:09:50.636101,63.51,LOW,logged_out_purchase
10975,2026-05-11 18:09:42.670315,50.05,LOW,logged_out_purchase
12792,2026-05-11 18:09:44.729628,63.05,LOW,"rapid_purchase_pattern,logged_out_purchase"
11019,2026-05-11 18:09:48.671365,71.13,MEDIUM,logged_out_purchase
10309,2026-05-11 18:09:46.644103,95.07,HIGH,"rapid_purchase_pattern,price_spike,logged_out_purchase"
14781,2026-05-11 18:09:44.792997,61.7,LOW,"price_spike,logged_out_purchase"
10181,2026-05-10 15:11:33.239600,57.07,LOW,price_spike
11785,2026-05-11 18:09:50.697779,109.51,HIGH,"purchase_without_browsing,repeated_purchase,price_spike,logged_out_purchase"
13473,2026-05-11 18:09:43.751597,58.77,LOW,logged_out_purchase
11552,2026-05-11 18:09:44.689913,52.58,LOW,logged_out_purchase
11947,2026-05-11 18:09:42.703004,52.07,LOW,logged_out_purchase
10388,2026-05-11 18:09:44.647116,67.06,LOW,logged_out_purchase
10091,2026-05-11 18:09:50.637124,73.5,MEDIUM,"price_spike,logged_out_purchase"
10330,2026-05-11 18:09:46.645120,66.33,LOW,logged_out_purchase
14991,2026-05-11 18:09:43.798820,50.83,LOW,logged_out_purchase
10321,2026-05-11 18:09:48.645120,96.46,HIGH,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
9383,2026-05-11 18:09:50.612955,75.96,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
10193,2026-05-11 18:09:44.640117,66.16,LOW,logged_out_purchase
11483,2026-05-11 18:09:50.687913,81.99,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
14038,2026-05-11 18:09:42.769137,53.84,LOW,logged_out_purchase
9855,2026-05-11 18:09:42.629102,90.95,HIGH,logged_out_purchase
9716,2026-05-11 18:09:46.624116,67.98,LOW,"rapid_purchase_pattern,logged_out_purchase"
11133,2026-05-11 18:09:42.675547,53.56,LOW,logged_out_purchase
14375,2026-05-11 18:09:45.780775,68.57,LOW,logged_out_purchase
13504,2026-05-11 18:09:45.752598,58.32,LOW,"rapid_purchase_pattern,logged_out_purchase"
9797,2026-05-11 18:09:44.627116,63.36,LOW,logged_out_purchase
11044,2026-05-11 18:09:48.672359,148.45,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,logged_out_purchase"
10000,2026-05-11 18:09:46.633117,128.16,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,logged_out_purchase"
14798,2026-05-11 18:09:45.792997,55.14,LOW,"price_spike,logged_out_purchase"
11884,2026-05-11 18:09:48.701005,55.79,LOW,logged_out_purchase
9877,2026-05-11 18:09:44.630117,50.45,LOW,logged_out_purchase
9144,2026-05-11 18:09:46.609957,125.6,HIGH,"rapid_purchase_pattern,logged_out_purchase"
9021,2026-05-11 18:09:42.607742,57.11,LOW,logged_out_purchase
12396,2026-05-11 18:09:44.711325,53.58,LOW,"rapid_purchase_pattern,logged_out_purchase"
9747,2026-05-11 18:09:46.625116,142.09,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,logged_out_purchase"
10603,2026-05-11 18:09:50.655923,64.15,LOW,"price_spike,logged_out_purchase"
11534,2026-05-11 18:09:50.688913,55.16,LOW,logged_out_purchase
10814,2026-05-11 18:09:44.663975,76.83,MEDIUM,logged_out_purchase
10156,2026-05-11 18:09:50.639119,93.1,HIGH,"price_spike,logged_out_purchase"
12271,2026-05-11 18:09:44.711325,58.69,LOW,logged_out_purchase
9291,2026-05-10 17:44:50.223794,82.19,MEDIUM,price_spike
9899,2026-05-11 18:09:42.630117,69.8,LOW,logged_out_purchase
14377,2026-05-11 18:09:43.780775,60.54,LOW,"price_spike,logged_out_purchase"
12991,2026-05-11 18:09:44.735550,57.7,LOW,"price_spike,logged_out_purchase"
9890,2026-05-11 18:09:50.630117,81.24,MEDIUM,"price_spike,logged_out_purchase"
9921,2026-05-11 18:09:44.631116,61.24,LOW,logged_out_purchase
13179,2026-05-11 18:09:45.742052,73.23,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
13021,2026-05-11 18:09:43.736550,53.04,LOW,logged_out_purchase
11014,2026-05-11 18:09:42.671365,69.07,LOW,logged_out_purchase
10001,2026-05-08 20:18:43.239600,54.05,LOW,price_spike
10410,2026-05-11 18:09:48.647116,62.24,LOW,logged_out_purchase
11672,2026-05-11 18:09:48.693461,89.23,MEDIUM,"rapid_purchase_pattern,price_spike,logged_out_purchase"
13738,2026-05-11 18:09:45.760112,76.48,MEDIUM,"rapid_purchase_pattern,price_spike,logged_out_purchase"
9292,2026-05-11 18:09:48.611956,104.54,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,logged_out_purchase"
11620,2026-05-11 18:09:46.691459,63.4,LOW,"price_spike,logged_out_purchase"
13545,2026-05-11 18:09:42.752964,54.29,LOW,"price_spike,logged_out_purchase"
13904,2026-05-08 15:41:48.351224,66.63,LOW,"purchase_without_browsing,repeated_purchase"
10523,2026-05-11 18:09:44.653068,67.92,LOW,logged_out_purchase
11723,2026-05-09 16:34:38.287677,57.68,LOW,price_spike
10287,2026-05-11 18:09:44.643117,68.52,LOW,logged_out_purchase
10878,2026-05-11 18:09:44.666949,72.84,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
10539,2026-05-11 18:09:44.654067,55.16,LOW,logged_out_purchase
14099,2026-05-11 18:09:45.771123,60.88,LOW,"rapid_purchase_pattern,logged_out_purchase"
11484,2026-05-11 18:09:48.687913,170.9,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,logged_out_purchase"
10267,2026-05-11 18:09:50.643117,59.65,LOW,logged_out_purchase
11660,2026-05-11 18:09:42.693461,50.45,LOW,logged_out_purchase
9980,2026-05-11 18:09:46.633117,119.51,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,logged_out_purchase"
12037,2026-05-11 18:09:44.706409,60.88,LOW,"rapid_purchase_pattern,logged_out_purchase"
11852,2026-05-11 18:09:44.700005,63.99,LOW,logged_out_purchase
9186,2026-05-11 18:09:48.609957,60.19,LOW,logged_out_purchase
11743,2026-05-11 18:09:50.696441,64.24,LOW,"price_spike,logged_out_purchase"
11658,2026-05-11 18:09:48.693461,84.5,MEDIUM,"price_spike,logged_out_purchase"
9775,2026-05-11 18:09:42.626116,52.15,LOW,logged_out_purchase
9471,2026-05-10 08:27:30.223794,82.69,MEDIUM,price_spike
9200,2026-05-11 18:09:50.610963,62.79,LOW,"rapid_purchase_pattern,logged_out_purchase"
12476,2026-05-11 18:09:42.719560,52.99,LOW,logged_out_purchase
13317,2026-05-11 18:09:44.746146,55.59,LOW,logged_out_purchase
10612,2026-05-11 18:09:42.655923,68.37,LOW,logged_out_purchase
10421,2026-05-11 18:09:50.648116,86.03,MEDIUM,"price_spike,logged_out_purchase"
13531,2026-05-11 18:09:45.752964,58.24,LOW,logged_out_purchase
11174,2026-05-11 18:09:50.676868,68.67,LOW,"rapid_purchase_pattern,logged_out_purchase"
10326,2026-05-11 18:09:42.645120,51.68,LOW,logged_out_purchase
12745,2026-05-11 18:09:43.728631,60.24,LOW,"rapid_purchase_pattern,logged_out_purchase"
9330,2026-05-11 18:09:42.611956,55.57,LOW,logged_out_purchase
10818,2026-05-11 18:09:44.663975,102.96,HIGH,logged_out_purchase
12284,2026-05-11 18:09:45.711325,58.35,LOW,logged_out_purchase
11087,2026-05-11 18:09:48.674344,55.7,LOW,"rapid_purchase_pattern,logged_out_purchase"
11383,2026-05-11 18:09:48.683647,72.68,MEDIUM,"price_spike,logged_out_purchase"
9057,2026-05-11 18:09:42.608764,57.29,LOW,logged_out_purchase
12562,2026-05-11 18:09:43.721552,56.52,LOW,"price_spike,logged_out_purchase"
9776,2026-05-11 18:09:46.626116,63.62,LOW,"price_spike,logged_out_purchase"
10823,2026-05-11 18:09:50.663975,96.59,HIGH,"price_spike,logged_out_purchase"
10564,2026-05-11 18:09:50.654067,73.02,MEDIUM,"price_spike,logged_out_purchase"
9530,2026-05-11 18:09:44.618141,50.98,LOW,logged_out_purchase
12345,2026-05-11 18:09:43.711325,50.87,LOW,"price_spike,logged_out_purchase"
9243,2026-05-11 18:09:46.610963,60.39,LOW,"price_spike,logged_out_purchase"
9894,2026-05-11 18:09:44.630117,83.07,MEDIUM,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
9795,2026-05-11 18:09:42.627116,90.18,HIGH,logged_out_purchase
13950,2026-05-11 18:09:42.766917,53.77,LOW,logged_out_purchase
11375,2026-05-11 18:09:44.683647,66.33,LOW,logged_out_purchase
11049,2026-05-11 18:09:48.672359,58.37,LOW,logged_out_purchase
13168,2026-05-11 18:09:42.742052,56.21,LOW,logged_out_purchase
14377,2026-05-11 18:09:44.780775,66.46,LOW,logged_out_purchase
10986,2026-05-11 18:09:48.670315,69.05,LOW,"price_spike,logged_out_purchase"
11731,2026-05-11 18:09:48.695463,75.01,MEDIUM,logged_out_purchase
14106,2026-05-11 18:09:42.771123,63.1,LOW,"price_spike,logged_out_purchase"
9317,2026-05-11 18:09:44.611956,50.95,LOW,logged_out_purchase
14282,2026-05-11 18:09:45.778167,52.49,LOW,logged_out_purchase
12526,2026-05-11 18:09:44.720554,63.17,LOW,"price_spike,logged_out_purchase"
11866,2026-05-11 18:09:48.700005,157.11,HIGH,"purchase_without_browsing,repeated_purchase,price_spike,logged_out_purchase"
14647,2026-05-11 18:09:43.789003,64.54,LOW,"price_spike,logged_out_purchase"
10826,2026-05-11 18:09:44.663975,79.82,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
9775,2026-05-11 18:09:50.626116,97.32,HIGH,"rapid_purchase_pattern,price_spike,logged_out_purchase"
10230,2026-05-11 18:09:44.641116,69.24,LOW,logged_out_purchase
9977,2026-05-11 18:09:50.633117,128.07,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,price_spike,logged_out_purchase"
14479,2026-05-09 18:40:34.366864,66.63,LOW,"purchase_without_browsing,repeated_purchase"
9424,2026-05-11 18:09:50.614126,73.46,MEDIUM,"price_spike,logged_out_purchase"
9328,2026-05-11 18:09:42.611956,59.93,LOW,logged_out_purchase
10207,2026-05-08 15:20:29.239600,85.26,MEDIUM,price_spike
10216,2026-05-11 18:09:46.641116,90.9,HIGH,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
14220,2026-05-11 18:09:45.776167,71.51,MEDIUM,logged_out_purchase
10736,2026-05-11 18:09:42.661021,114.0,HIGH,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
10219,2026-05-11 18:09:48.641116,55.88,LOW,logged_out_purchase
11874,2026-05-11 18:09:44.701005,57.32,LOW,"rapid_purchase_pattern,logged_out_purchase"
9740,2026-05-11 18:09:42.625116,68.9,LOW,logged_out_purchase
13370,2026-05-11 18:09:45.748573,66.96,LOW,"price_spike,logged_out_purchase"
10455,2026-05-11 18:09:50.651053,84.32,MEDIUM,"rapid_purchase_pattern,price_spike,logged_out_purchase"
14971,2026-05-11 18:09:43.798820,55.05,LOW,"price_spike,logged_out_purchase"
10709,2026-05-11 18:09:48.660023,74.2,MEDIUM,"price_spike,logged_out_purchase"
11242,2026-05-11 18:09:48.679186,75.32,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
11199,2026-05-11 18:09:42.678189,62.24,LOW,logged_out_purchase
11242,2026-05-11 18:09:42.679186,79.02,MEDIUM,logged_out_purchase
11340,2026-05-11 18:09:48.682721,64.24,LOW,"price_spike,logged_out_purchase"
10550,2026-05-11 18:09:42.654067,65.0,LOW,logged_out_purchase
11240,2026-05-11 18:09:44.679186,87.61,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
13263,2026-05-11 18:09:45.745309,52.49,LOW,logged_out_purchase
9785,2026-05-11 18:09:42.626116,55.45,LOW,logged_out_purchase
10832,2026-05-11 18:09:46.663975,77.37,MEDIUM,logged_out_purchase
11831,2026-05-11 18:09:50.699013,84.2,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
10204,2026-05-09 03:43:56.239600,62.1,LOW,price_spike
10807,2026-05-11 18:09:42.662833,69.43,LOW,logged_out_purchase
11351,2026-05-11 18:09:46.682721,88.9,MEDIUM,"price_spike,logged_out_purchase"
11156,2026-05-11 18:09:50.676531,90.68,HIGH,"rapid_purchase_pattern,price_spike,logged_out_purchase"
10615,2026-05-11 18:09:44.655923,59.72,LOW,logged_out_purchase
11222,2026-05-10 17:56:18.281488,57.07,LOW,price_spike
9243,2026-05-11 18:09:44.610963,66.33,LOW,logged_out_purchase
10119,2026-05-11 18:09:46.638121,73.46,MEDIUM,"price_spike,logged_out_purchase"
10358,2026-05-11 18:09:48.646116,56.24,LOW,logged_out_purchase
9483,2026-05-11 18:09:48.616141,56.16,LOW,logged_out_purchase
11089,2026-05-11 18:09:42.674344,53.15,LOW,logged_out_purchase
9430,2026-05-11 18:09:44.615126,87.16,MEDIUM,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
10654,2026-05-11 18:09:46.658021,63.62,LOW,"price_spike,logged_out_purchase"
12099,2026-05-11 18:09:44.708414,100.79,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,logged_out_purchase"
12925,2026-05-11 18:09:44.733555,86.14,MEDIUM,"rapid_purchase_pattern,price_spike,logged_out_purchase"
10016,2026-05-11 18:09:44.634116,86.58,MEDIUM,logged_out_purchase
12671,2026-05-11 18:09:44.725152,60.55,LOW,logged_out_purchase
13498,2026-05-11 18:09:45.751597,66.14,LOW,"rapid_purchase_pattern,logged_out_purchase"
9997,2026-05-11 18:09:48.633117,67.39,LOW,logged_out_purchase
14216,2026-05-11 18:09:42.776167,53.99,LOW,logged_out_purchase
11557,2026-05-11 18:09:48.689913,54.72,LOW,logged_out_purchase
13459,2026-05-11 18:09:42.750599,57.3,LOW,"price_spike,logged_out_purchase"
11926,2026-05-11 18:09:44.702005,75.33,MEDIUM,logged_out_purchase
14102,2026-05-11 18:09:42.771123,57.39,LOW,logged_out_purchase
9047,2026-05-11 18:09:44.608764,70.6,MEDIUM,logged_out_purchase
11712,2026-05-10 23:53:02.287677,60.31,LOW,price_spike
13333,2026-05-11 18:09:44.747435,54.29,LOW,"price_spike,logged_out_purchase"
9700,2026-05-11 18:09:48.624116,101.63,HIGH,"purchase_without_browsing,repeated_purchase,price_spike,logged_out_purchase"
12956,2026-05-11 18:09:42.734550,59.69,LOW,logged_out_purchase
9770,2026-05-10 04:41:07.239600,61.6,LOW,price_spike
9502,2026-05-11 18:09:50.617142,68.43,LOW,"price_spike,logged_out_purchase"
9650,2026-05-11 18:09:50.622101,74.45,MEDIUM,"price_spike,logged_out_purchase"
12834,2026-05-11 18:09:44.730627,51.63,LOW,logged_out_purchase
11243,2026-05-11 18:09:50.679186,75.68,MEDIUM,"price_spike,logged_out_purchase"
14627,2026-05-11 18:09:43.787737,53.04,LOW,logged_out_purchase
11962,2026-05-11 18:09:48.704005,68.98,LOW,"rapid_purchase_pattern,logged_out_purchase"
9851,2026-05-11 18:09:48.629102,62.24,LOW,logged_out_purchase
9618,2026-05-10 09:42:33.223794,64.26,LOW,price_spike
10188,2026-05-11 18:09:50.640117,62.24,LOW,"price_spike,logged_out_purchase"
10652,2026-05-11 18:09:48.658021,120.69,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,logged_out_purchase"
13835,2026-05-11 18:09:44.763157,67.2,LOW,"rapid_purchase_pattern,logged_out_purchase"
11945,2026-05-11 18:09:50.703004,85.12,MEDIUM,logged_out_purchase
15761,2026-05-11 18:09:48.817933,53.44,LOW,"rapid_purchase_pattern,price_spike,multiple_locations"
11733,2026-05-11 18:09:48.695463,163.46,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,price_spike,logged_out_purchase"
10462,2026-05-11 18:09:46.651053,76.77,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
10890,2026-05-11 18:09:44.666949,89.99,MEDIUM,logged_out_purchase
12630,2026-05-11 18:09:45.723557,58.32,LOW,"rapid_purchase_pattern,logged_out_purchase"
10446,2026-05-11 18:09:50.650071,67.54,LOW,"rapid_purchase_pattern,logged_out_purchase"
11476,2026-05-11 18:09:48.686913,72.3,MEDIUM,logged_out_purchase
12386,2026-05-11 18:09:45.711325,82.38,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
10399,2026-05-11 18:09:48.647116,70.05,MEDIUM,"price_spike,logged_out_purchase"
11964,2026-05-10 21:51:27.303569,62.1,LOW,price_spike
10894,2026-05-11 18:09:44.666949,59.95,LOW,logged_out_purchase
13980,2026-05-11 18:09:42.766917,67.57,LOW,"price_spike,logged_out_purchase"
9843,2026-05-11 18:09:46.628102,56.92,LOW,logged_out_purchase
9453,2026-05-11 18:09:50.615126,53.23,LOW,logged_out_purchase
13349,2026-05-11 18:09:45.747435,52.49,LOW,logged_out_purchase
11927,2026-05-11 18:09:44.702005,65.04,LOW,"rapid_purchase_pattern,logged_out_purchase"
11632,2026-05-11 18:09:42.692455,57.17,LOW,logged_out_purchase
10305,2026-05-11 18:09:48.644103,86.32,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
11226,2026-05-11 18:09:46.678189,55.35,LOW,logged_out_purchase
15964,2026-05-10 22:07:42.419933,53.2,LOW,multiple_locations
13607,2026-05-11 18:09:44.752964,55.14,LOW,"price_spike,logged_out_purchase"
15613,2026-05-11 18:09:45.813312,59.65,LOW,"rapid_purchase_pattern,multiple_locations"
10430,2026-05-11 18:09:42.648116,86.75,MEDIUM,logged_out_purchase
10241,2026-05-11 18:09:42.642101,67.98,LOW,logged_out_purchase
10475,2026-05-11 18:09:48.652072,55.84,LOW,logged_out_purchase
9285,2026-05-11 18:09:46.611956,114.64,HIGH,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
9571,2026-05-11 18:09:48.619140,76.59,MEDIUM,logged_out_purchase
11451,2026-05-11 08:54:14.287677,92.55,HIGH,price_spike
9776,2026-05-11 18:09:50.626116,107.07,HIGH,"rapid_purchase_pattern,price_spike,logged_out_purchase"
11230,2026-05-11 18:09:48.679186,153.51,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,logged_out_purchase"
10810,2026-05-11 18:09:44.662833,53.95,LOW,logged_out_purchase
9282,2026-05-11 18:09:46.611956,90.8,HIGH,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
13741,2026-05-11 18:09:44.761166,57.7,LOW,"price_spike,logged_out_purchase"
12258,2026-05-11 18:09:44.711325,65.94,LOW,"price_spike,logged_out_purchase"
11179,2026-05-11 18:09:42.676868,53.41,LOW,logged_out_purchase
10892,2026-05-11 18:09:48.666949,82.25,MEDIUM,"price_spike,logged_out_purchase"
12080,2026-05-11 18:09:44.707408,57.32,LOW,"rapid_purchase_pattern,logged_out_purchase"
10896,2026-05-11 18:09:48.666949,87.82,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
9884,2026-05-11 18:09:46.630117,119.55,HIGH,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
13034,2026-05-11 18:09:44.736550,69.68,LOW,"rapid_purchase_pattern,logged_out_purchase"
11202,2026-05-11 18:09:50.678189,72.61,MEDIUM,"price_spike,logged_out_purchase"
10023,2026-05-11 18:09:44.634116,103.36,HIGH,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
14996,2026-05-11 18:09:45.798820,79.44,MEDIUM,logged_out_purchase
9709,2026-05-11 18:09:44.624116,105.75,HIGH,logged_out_purchase
12322,2026-05-11 18:09:45.711325,56.7,LOW,"rapid_purchase_pattern,logged_out_purchase"
11602,2026-05-11 18:09:50.691459,57.33,LOW,logged_out_purchase
10333,2026-05-11 05:52:07.255773,85.52,MEDIUM,price_spike
9889,2026-05-11 18:09:50.630117,58.24,LOW,logged_out_purchase
12674,2026-05-11 18:09:45.725152,59.69,LOW,logged_out_purchase
10472,2026-05-11 18:09:50.651053,52.07,LOW,logged_out_purchase
9434,2026-05-11 18:09:46.615126,95.6,HIGH,"purchase_without_browsing,repeated_purchase,price_spike,logged_out_purchase"
14862,2026-05-11 18:09:44.795826,61.73,LOW,logged_out_purchase
9494,2026-05-11 18:09:46.617142,57.32,LOW,"rapid_purchase_pattern,logged_out_purchase"
10896,2026-05-11 18:09:42.666949,89.65,MEDIUM,logged_out_purchase
9059,2026-05-11 18:09:42.608764,71.02,MEDIUM,logged_out_purchase
9909,2026-05-11 18:09:46.631116,60.06,LOW,"price_spike,logged_out_purchase"
11597,2026-05-11 18:09:50.691459,84.42,MEDIUM,"rapid_purchase_pattern,price_spike,logged_out_purchase"
9123,2026-05-11 18:09:44.608764,50.9,LOW,logged_out_purchase
14132,2026-05-11 18:09:42.772121,50.16,LOW,logged_out_purchase
11534,2026-05-11 18:09:48.688913,79.89,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
14288,2026-05-11 18:09:43.778167,55.9,LOW,logged_out_purchase
9800,2026-05-11 18:09:44.627116,62.03,LOW,logged_out_purchase
13840,2026-05-11 18:09:42.763157,60.08,LOW,logged_out_purchase
14876,2026-05-11 18:09:45.795826,51.68,LOW,logged_out_purchase
14131,2026-05-11 18:09:44.772121,94.22,HIGH,"rapid_purchase_pattern,logged_out_purchase"
10022,2026-05-11 18:09:50.634116,64.24,LOW,"price_spike,logged_out_purchase"
11525,2026-05-11 18:09:48.688913,53.41,LOW,"price_spike,logged_out_purchase"
10980,2026-05-11 18:09:44.670315,53.59,LOW,logged_out_purchase
11303,2026-05-11 18:09:46.681682,75.33,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
13139,2026-05-11 18:09:43.741105,74.99,MEDIUM,logged_out_purchase
10542,2026-05-11 18:09:44.654067,85.52,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
12531,2026-05-11 18:09:42.721552,61.79,LOW,logged_out_purchase
13608,2026-05-11 18:09:43.752964,62.88,LOW,"price_spike,logged_out_purchase"
10132,2026-05-11 18:09:46.638121,92.69,HIGH,"price_spike,logged_out_purchase"
9865,2026-05-11 18:09:42.629102,50.11,LOW,logged_out_purchase
13255,2026-05-11 18:09:44.744308,58.69,LOW,logged_out_purchase
